"Land Area","Ocean Area","Environment","Species","Scientific name","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Turkey","Marine areas","Marine","Diadromous fishes","Diadromous fishes","300","","1500","","680","","791","","434","","654","","1523","","2050","","2330","","1700","","1961","","1240","","846","","1194","","1650","","1249","","1633","","2740","","2721","","5229","","7079","","7697","","3234","","5186.2","","5610","","6872",""
"Turkey","Marine areas","Marine","Marine fishes","Marine fishes","1134","","1787","","1845","","4220","","8299","","7620","","11530","","13800","","18810","","23000","","33337","","28485","","26020","","37717","","47172","","68214","","69461","","77870","","83422","","78073","","81734","","80742","","98014","","105658.9","","120453","","130634",""
"Turkey","Marine areas","Marine","Molluscs","Molluscs","0","-","0","-","0","-","35","","0","-","180","","1918","","2000","","2000","","500","","321","","5","","2","","815","","1513","","1500","","1545","","1100","","196","","89","","340","","5","","0",".","0",".","0",".","3",""
"Turkmenistan","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","2410","","2248","","1950","","2163","","2125","","1669","","307","","605","","559","","73","","68","","43","","38","","24","","16","","26","F","26","F","26","F","26","F","26","F","26","F","26","F","26","F","30","F","30","F","30","F"
"Turks and Caicos Is.","Marine areas","Marine","Molluscs","Molluscs","5","F","2","","2","","1","","1","F","5","F","3","F","4","F","4","F","10","F","15","F","20","F","30","","25","","4","","4","","4","","0","0","0","0","0.2","","0","0","0","0","0","0","0","0","0","0","0","0"
"Tuvalu","Marine areas","Marine","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","5","","1","","1","","1","F","1","F","0",".","2.5","","2.5","","2.5","","2.5","F","2.5","F","2.5","F","2.5","F"
"Uganda","Inland waters","Freshwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","","2","","2","","1","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Uganda","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","52","F","63","F","77","F","87","","179","","194","","210","","360","","320","","475","","820","","2360","","4915","","5500","","5537","","10815","","32390","","51109","","52250","F","76654.1","","95000","F","85712.7","","95906","","98063","","111023","","117590",""
"Ukraine","Inland waters","Freshwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0",".","0",".","0",".","2","","7","","6","","7","","7","","11.3","","3.5","","1.8","","1.8","","0.2","","1","F","0","."
"Ukraine","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","838","","487","","539","","528","","363","","117","","107","","110","","110","","110","","110","","110","","110","F","110","F","110","F","110","F","110","F","110","F","120","F","120","F","250","F","250","F","500","F","500","F","671","","384",""
"Ukraine","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","80801","","52761","","66128","","65327","","42653","","34844","","32195","","29703","F","28222","F","33694","F","30848","F","30828","F","30685","F","25270","F","25838","F","28002","F","18633","F","27342","F","23800","F","23411","F","22362","F","22823","F","22547.6","F","21677.5","F","22775","","20518",""
"Ukraine","Inland waters","Freshwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","7","","7","","0","-","0","-","0","-","1","","4","","4","","0",".","0",".","0",".","11","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","."
"Ukraine","Marine areas","Brackishwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0.06","","0.1","","0",".","0",".","0",".","2","","1","","0",".","0",".","0.7","","0.2","","0",".","0",".","0","."
"Ukraine","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0","-","0","-","26","","0","-","0","0","0","-","0","-","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Ukraine","Marine areas","Brackishwater","Marine fishes","Marine fishes","0","-","0","-","0","-","35","","130","","120","","120","","120","","0","-","2","","6","","10","","10.7","","210","","273.2","","626","","211","","380","","372","","493.2","","170.7","","414.5","","553.3","","927.2","","917","F","900","F"
"Ukraine","Marine areas","Marine","Marine fishes","Marine fishes","0","-","59","","3","","40","","40","","30","","30","","30","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0.1","","0","-","0","-","0","-","0","-","0","."
"Ukraine","Marine areas","Marine","Molluscs","Molluscs","0",".","1341","","208","","187","","500","","250","","250","","37","","0",".","10","","4","","85","","60","","25","","127","","109","","210","","124","","37","","47","","78.6","","63.2","","117","","69.7","","70","F","70","F"
"United Arab Emirates","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","10","F","35","F","10","F","20","F"
"United Arab Emirates","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","8","","12","","21","","28","","16","","20","","20","","85","F","138","F","130","F"
"United Arab Emirates","Marine areas","Marine","Crustaceans","Crustaceans","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","20","F","32","F","62","F","116","F","102","F","182","F","223","F","220","F","280","F","350","F","370","F"
"United Arab Emirates","Marine areas","Marine","Marine fishes","Marine fishes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2300","F","570","F","570","F","570","F","570","F","1206","","0","-","0","-","172","","170","F","380","","290","F","270","F"
"United Kingdom","Inland waters","Freshwater","Crustaceans","Crustaceans","15","","10","","7","","3","","3","","2","","2","","0",".","0",".","0",".","0",".","0",".","0",".","0","0","0","-","1","","0","0","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"United Kingdom","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","13853","","14356","","15195","","14113","","16351","","16482","","16676","","15950","","16061","","16084","","10198","","12690","","13399","","14223","F","14241","","11473","","10957","","13323","","10539","","12929","","12583.1","","11522.3","","12941.9","","10875","","11127.4","","10497",""
"United Kingdom","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","50","","50","","50","","16","","15","","133","","133","","0","-","0","-","0","-","0","-","0","-","0","-","98","","143","","0","-","14","","208","","21","","272.3","","411.2","","335.9","","403.2","","284","","341.25","","336.4","F"
"United Kingdom","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","2","","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"United Kingdom","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","0","-","0","-","1","","1","","1","","4","","4","","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"United Kingdom","Marine areas","Marine","Diadromous fishes","Diadromous fishes","33300","","40835","","36551","","49216","","64266","","70320","","83342","","99422","","111419","","127811","","129785","","139092","","146698","","146698","F","159879","","131140","","134521","","132528","","131683","","147274","","156237","","159478.5","","164627.2","","165478","","181304","","174041",""
"United Kingdom","Marine areas","Marine","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","4","","108","","215","","232","","327","F","440","","399","","842","","1320","","2071","","512","","613","","573.1","","263","","308","","316","","315","F"
"United Kingdom","Marine areas","Marine","Molluscs","Molluscs","2826","","5636","","5020","","5425","","5065","","6897","","9744","","14343","","9941","","10901","","12394","","18519","","18707","F","20492","F","32500","","29800","","25514","","26821","","31386","","35610.52","","31519.55","","27057.8","","27359.4","","26318","","21618.7","","21645","F"
"United States of America","Inland waters","Freshwater","Crustaceans","Crustaceans","32389","","27665","","28738","","25916","","22422","","26375","","21130","","22332","","17212","","19455","","7713","","13891","","27879","","33547","","31964","","35389","","38190","","52192","","53485","","46917","","53142","","53635","","43637","","48567","","60925","","63757",""
"United States of America","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","25764","","26954","","25521","","24785","","23621","","25142","","24322","","26263","","24995","","27344","","26902","","25888","","24743","","23195","","25126","","27815","","23157","","22887","","16900","","17444","","16001","","15812","","17232","","21530","","23326","","22146",""
"United States of America","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","176055","","189967","","222504","","225908","","218445","","223199","","234414","","260155","","277937","","292534","","290695","","292178","","306126","","320606","","306616","","292142","","277580","","276101","","254520","","236087","","231503","","171887","","168316","","175566","","153046","","157559",""
"United States of America","Marine areas","Brackishwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","115","","212","","129","","488","","501","","121","","249","","45","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"United States of America","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","11","","11","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"United States of America","Marine areas","Marine","Crustaceans","Crustaceans","1179","","1179","","2313","","2495","","2631","","1043","","1315","","1225","","1996","","2631","","2948","","4672","","5579","","6069","","5602","","4182","","3543","","2495","","1950","","1724","","1349","","1612","","1703","","1522","","2209","","1805",""
"United States of America","Marine areas","Marine","Diadromous fishes","Diadromous fishes","4209","","7598","","10858","","11467","","11210","","14204","","13972","","18028","","14523","","17742","","22395","","20769","","12734","","16315","","15127","","9401","","10485","","11001","","16714","","14074","","19535","","18595","","19295","","18866","","18719","","18719",""
"United States of America","Marine areas","Marine","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1362","","1526","","1654","","2144","","1873","","1651","","1534","","1874","","1874","","2502","","2500","","2500",""
"United States of America","Marine areas","Marine","Molluscs","Molluscs","76131","","109720","","123910","","126342","","113083","","123491","","98193","","110238","","108244","","119377","","105689","","122463","","121717","","145979","","221717","","143465","","165358","","159225","","155884","","163327","F","173635","","133877","","168329","","160458","","160464","","159487",""
"Uruguay","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1.33","","0",".","3.52",""
"Uruguay","Inland waters","Freshwater","Crustaceans","Crustaceans","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","0","0","-","0","-","0","-","0","-","0","-","0","-","1","","1","","1","","1","","0.11","","0",".","0.06","","0.082","","0.1","F","0",".","0","."
"Uruguay","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","0","-","0","-","0","-","0","-","0","-","0","-","12","","10","","12","","24","","75","","4","","6","","12","","13","","37","","26","","25","","29","","41.3","","69.97","","62.2","","71.4","","197.08","","197","F","199.9",""
"Uruguay","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","3","F","3","F","6","","3","","4","","6","","6","","6","","4","","4","","4","","4","","6","","8","","7","","9","","9","","5","","6","","13","F","15","F","15.56","F","19.75","F","18.35","F","18","F","0.408",""
"Uruguay","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0","0","0","0","0","0","0","0","0","0","10","","3","","3","","3","","3","","6","","9","","5","","4","","2","","2","","1","","0",".","0",".","0",".","0",".","0",".","0",".","1","F","0",".","0","."
"Uruguay","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","1","","2","","6","","4","F","0","0","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","."
